Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Asset
2021-03-10 00:00:00;0.99000001;0.995000005;0.949999988;0.954999983;9508650;0;0;Pilbara Minerals
2021-03-11 00:00:00;0.954999983;1.014999986;0.954999983;0.995000005;11938053;0;0;Pilbara Minerals
2021-03-12 00:00:00;1.019999981;1.057500005;1.014999986;1.039999962;15318342;0;0;Pilbara Minerals
2021-03-15 00:00:00;1.044999957;1.080000043;1.034999967;1.080000043;24242567;0;0;Pilbara Minerals
2021-03-16 00:00:00;1.080000043;1.11500001;1.065000057;1.100000024;22982067;0;0;Pilbara Minerals
2021-03-17 00:00:00;1.080000043;1.100000024;1.065000057;1.075000048;10609022;0;0;Pilbara Minerals
2021-03-18 00:00:00;1.090000033;1.112499952;1.080000043;1.090000033;18138090;0;0;Pilbara Minerals
2021-03-19 00:00:00;1.065000057;1.110000014;1.049999952;1.065000057;108665403;0;0;Pilbara Minerals
2021-03-22 00:00:00;1.065000057;1.075000048;1.002500057;1.019999981;15131454;0;0;Pilbara Minerals
2021-03-23 00:00:00;1.014999986;1.024999976;0.980000019;0.980000019;13677458;0;0;Pilbara Minerals
2021-03-24 00:00:00;0.980000019;1.004999995;0.959999979;0.975000024;13063216;0;0;Pilbara Minerals
2021-03-25 00:00:00;0.970000029;0.977500021;0.939999998;0.944999993;11553155;0;0;Pilbara Minerals
2021-03-26 00:00:00;0.959999979;1.039999962;0.954999983;1.034999967;16271732;0;0;Pilbara Minerals
2021-03-29 00:00:00;1.054999948;1.065000057;1.022500038;1.039999962;15410547;0;0;Pilbara Minerals
2021-03-30 00:00:00;1.034999967;1.044999957;1.019999981;1.019999981;9439706;0;0;Pilbara Minerals
2021-03-31 00:00:00;1.019999981;1.070000052;1.019999981;1.044999957;13667287;0;0;Pilbara Minerals
2021-04-01 00:00:00;1.054999948;1.095000029;1.05250001;1.085000038;17666391;0;0;Pilbara Minerals
2021-04-06 00:00:00;1.100000024;1.120000005;1.090000033;1.100000024;16026651;0;0;Pilbara Minerals
2021-04-07 00:00:00;1.105000019;1.179999948;1.100000024;1.169999957;27782223;0;0;Pilbara Minerals
2021-04-08 00:00:00;1.149999976;1.169999957;1.13499999;1.169999957;11286281;0;0;Pilbara Minerals
2021-04-09 00:00:00;1.190000057;1.205000043;1.154999971;1.159999967;16385228;0;0;Pilbara Minerals
2021-04-12 00:00:00;1.169999957;1.230000019;1.139999986;1.154999971;18141202;0;0;Pilbara Minerals
2021-04-13 00:00:00;1.174999952;1.195000052;1.13499999;1.174999952;14444052;0;0;Pilbara Minerals
2021-04-14 00:00:00;1.195000052;1.24000001;1.174999952;1.24000001;19580703;0;0;Pilbara Minerals
2021-04-15 00:00:00;1.25;1.315000057;1.245000005;1.264999986;28583465;0;0;Pilbara Minerals
2021-04-16 00:00:00;1.289999962;1.315000057;1.25999999;1.299999952;19346598;0;0;Pilbara Minerals
2021-04-19 00:00:00;1.315000057;1.360000014;1.304999948;1.325000048;25762040;0;0;Pilbara Minerals
2021-04-20 00:00:00;1.320000052;1.357499957;1.279999971;1.299999952;23917073;0;0;Pilbara Minerals
2021-04-21 00:00:00;1.24000001;1.279999971;1.220000029;1.25;22889980;0;0;Pilbara Minerals
2021-04-22 00:00:00;1.25999999;1.279999971;1.090000033;1.11500001;44518825;0;0;Pilbara Minerals
2021-04-23 00:00:00;1.105000019;1.159999967;1.105000019;1.144999981;20949645;0;0;Pilbara Minerals
2021-04-26 00:00:00;1.159999967;1.174999952;1.129999995;1.144999981;17549337;0;0;Pilbara Minerals
2021-04-27 00:00:00;1.154999971;1.179999948;1.149999976;1.174999952;15255795;0;0;Pilbara Minerals
2021-04-28 00:00:00;1.179999948;1.184999943;1.139999986;1.144999981;16513147;0;0;Pilbara Minerals
2021-04-29 00:00:00;1.154999971;1.190000057;1.144999981;1.190000057;16433430;0;0;Pilbara Minerals
2021-04-30 00:00:00;1.179999948;1.179999948;1.13499999;1.139999986;16788187;0;0;Pilbara Minerals
2021-05-03 00:00:00;1.149999976;1.149999976;1.110000014;1.125;12623076;0;0;Pilbara Minerals
2021-05-04 00:00:00;1.139999986;1.164999962;1.129999995;1.164999962;13375880;0;0;Pilbara Minerals
2021-05-05 00:00:00;1.144999981;1.190000057;1.129999995;1.174999952;17319954;0;0;Pilbara Minerals
2021-05-06 00:00:00;1.184999943;1.200000048;1.129999995;1.179999948;27570716;0;0;Pilbara Minerals
2021-05-07 00:00:00;1.149999976;1.179999948;1.129999995;1.179999948;18279087;0;0;Pilbara Minerals
2021-05-10 00:00:00;1.179999948;1.315000057;1.179999948;1.304999948;36796249;0;0;Pilbara Minerals
2021-05-11 00:00:00;1.279999971;1.279999971;1.225000024;1.264999986;20756955;0;0;Pilbara Minerals
2021-05-12 00:00:00;1.25;1.25999999;1.179999948;1.195000052;18394264;0;0;Pilbara Minerals
2021-05-13 00:00:00;1.174999952;1.179999948;1.13499999;1.154999971;16817194;0;0;Pilbara Minerals
2021-05-14 00:00:00;1.164999962;1.172500014;1.085000038;1.095000029;20691538;0;0;Pilbara Minerals
2021-05-17 00:00:00;1.120000005;1.13499999;1.049999952;1.075000048;20469339;0;0;Pilbara Minerals
2021-05-18 00:00:00;1.070000052;1.169999957;1.0625;1.159999967;25154678;0;0;Pilbara Minerals
2021-05-19 00:00:00;1.149999976;1.149999976;1.110000014;1.110000014;12811348;0;0;Pilbara Minerals
2021-05-20 00:00:00;1.100000024;1.11500001;1.065000057;1.100000024;17134388;0;0;Pilbara Minerals
2021-05-21 00:00:00;1.120000005;1.120000005;1.054999948;1.080000043;32892430;0;0;Pilbara Minerals
2021-05-24 00:00:00;1.070000052;1.120000005;1.065000057;1.075000048;16452218;0;0;Pilbara Minerals
2021-05-25 00:00:00;1.085000038;1.13499999;1.085000038;1.129999995;13276702;0;0;Pilbara Minerals
2021-05-26 00:00:00;1.125;1.144999981;1.105000019;1.13499999;14311700;0;0;Pilbara Minerals
2021-05-27 00:00:00;1.144999981;1.217499971;1.144999981;1.205000043;31986096;0;0;Pilbara Minerals
2021-05-28 00:00:00;1.215000033;1.235000014;1.210000038;1.225000024;10789535;0;0;Pilbara Minerals
2021-05-31 00:00:00;1.230000019;1.24000001;1.205000043;1.235000014;8336025;0;0;Pilbara Minerals
2021-06-01 00:00:00;1.235000014;1.274999976;1.225000024;1.254999995;11879491;0;0;Pilbara Minerals
2021-06-02 00:00:00;1.25;1.330000043;1.25;1.294999957;22195575;0;0;Pilbara Minerals
2021-06-03 00:00:00;1.304999948;1.330000043;1.269999981;1.299999952;16931089;0;0;Pilbara Minerals
2021-06-04 00:00:00;1.304999948;1.340000033;1.299999952;1.325000048;15676022;0;0;Pilbara Minerals
2021-06-07 00:00:00;1.340000033;1.36500001;1.325000048;1.335000038;17475808;0;0;Pilbara Minerals
2021-06-08 00:00:00;1.345000029;1.355000019;1.304999948;1.325000048;11624435;0;0;Pilbara Minerals
2021-06-09 00:00:00;1.335000038;1.375;1.335000038;1.36500001;15409772;0;0;Pilbara Minerals
2021-06-10 00:00:00;1.36500001;1.389999986;1.360000014;1.38499999;11346453;0;0;Pilbara Minerals
2021-06-11 00:00:00;1.389999986;1.445000052;1.375;1.419999957;16767025;0;0;Pilbara Minerals
2021-06-15 00:00:00;1.424999952;1.434999943;1.350000024;1.379999995;16099296;0;0;Pilbara Minerals
2021-06-16 00:00:00;1.36500001;1.379999995;1.320000052;1.350000024;22651578;0;0;Pilbara Minerals
2021-06-17 00:00:00;1.340000033;1.340000033;1.289999962;1.330000043;12811781;0;0;Pilbara Minerals
2021-06-18 00:00:00;1.345000029;1.404999971;1.330000043;1.394999981;21212961;0;0;Pilbara Minerals
2021-06-21 00:00:00;1.36500001;1.394999981;1.340000033;1.350000024;12691621;0;0;Pilbara Minerals
2021-06-22 00:00:00;1.394999981;1.465000033;1.389999986;1.450000048;23883617;0;0;Pilbara Minerals
2021-06-23 00:00:00;1.470000029;1.549999952;1.470000029;1.49000001;28884104;0;0;Pilbara Minerals
2021-06-24 00:00:00;1.519999981;1.580000043;1.514999986;1.544999957;19563136;0;0;Pilbara Minerals
2021-06-25 00:00:00;1.554999948;1.605000019;1.470000029;1.485000014;27624983;0;0;Pilbara Minerals
2021-06-28 00:00:00;1.495000005;1.519999981;1.419999957;1.440000057;15810066;0;0;Pilbara Minerals
2021-06-29 00:00:00;1.434999943;1.485000014;1.414999962;1.424999952;9649830;0;0;Pilbara Minerals
2021-06-30 00:00:00;1.424999952;1.460000038;1.394999981;1.450000048;16331445;0;0;Pilbara Minerals
2021-07-01 00:00:00;1.455000043;1.465000033;1.414999962;1.455000043;11907097;0;0;Pilbara Minerals
2021-07-02 00:00:00;1.465000033;1.485000014;1.440000057;1.455000043;11356966;0;0;Pilbara Minerals
2021-07-05 00:00:00;1.434999943;1.460000038;1.399999976;1.450000048;18697440;0;0;Pilbara Minerals
2021-07-06 00:00:00;1.465000033;1.50999999;1.460000038;1.475000024;17829814;0;0;Pilbara Minerals
2021-07-07 00:00:00;1.475000024;1.49000001;1.434999943;1.49000001;9279994;0;0;Pilbara Minerals
2021-07-08 00:00:00;1.504999995;1.547500014;1.475000024;1.529999971;14823316;0;0;Pilbara Minerals
2021-07-09 00:00:00;1.50999999;1.512500048;1.455000043;1.49000001;11217768;0;0;Pilbara Minerals
2021-07-12 00:00:00;1.524999976;1.554999948;1.519999981;1.529999971;12145140;0;0;Pilbara Minerals
2021-07-13 00:00:00;1.565000057;1.590000033;1.55250001;1.554999948;21593918;0;0;Pilbara Minerals
2021-07-14 00:00:00;1.559999943;1.585000038;1.539999962;1.554999948;10320382;0;0;Pilbara Minerals
2021-07-15 00:00:00;1.549999952;1.580000043;1.529999971;1.570000052;10720167;0;0;Pilbara Minerals
2021-07-16 00:00:00;1.570000052;1.595000029;1.539999962;1.585000038;12956006;0;0;Pilbara Minerals
2021-07-19 00:00:00;1.565000057;1.570000052;1.495000005;1.495000005;12974052;0;0;Pilbara Minerals
2021-07-20 00:00:00;1.440000057;1.5;1.429999948;1.455000043;15900563;0;0;Pilbara Minerals
2021-07-21 00:00:00;1.49000001;1.544999957;1.487499952;1.534999967;12131043;0;0;Pilbara Minerals
2021-07-22 00:00:00;1.585000038;1.690000057;1.585000038;1.690000057;30175886;0;0;Pilbara Minerals
2021-07-23 00:00:00;1.684999943;1.74000001;1.659999967;1.720000029;14793101;0;0;Pilbara Minerals
2021-07-26 00:00:00;1.725000024;1.784999967;1.710000038;1.769999981;14273355;0;0;Pilbara Minerals
2021-07-27 00:00:00;1.769999981;1.769999981;1.769999981;1.769999981;0;0;0;Pilbara Minerals
2021-07-28 00:00:00;1.769999981;1.769999981;1.769999981;1.769999981;0;0;0;Pilbara Minerals
2021-07-29 00:00:00;1.769999981;1.769999981;1.769999981;1.769999981;0;0;0;Pilbara Minerals
2021-07-30 00:00:00;1.769999981;1.769999981;1.769999981;1.769999981;0;0;0;Pilbara Minerals
2021-08-02 00:00:00;1.899999976;1.955000043;1.820000052;1.904999971;43977929;0;0;Pilbara Minerals
2021-08-03 00:00:00;1.899999976;1.980000019;1.88499999;1.970000029;28570253;0;0;Pilbara Minerals
2021-08-04 00:00:00;1.995000005;2.089999914;1.970000029;2.059999943;35766832;0;0;Pilbara Minerals
2021-08-05 00:00:00;2.059999943;2.109999895;1.995000005;2.019999981;20886581;0;0;Pilbara Minerals
2021-08-06 00:00:00;2.039999962;2.119999886;2.029999971;2.089999914;18725655;0;0;Pilbara Minerals
2021-08-09 00:00:00;2.099999905;2.140000105;2.065000057;2.099999905;15023678;0;0;Pilbara Minerals
2021-08-10 00:00:00;2.140000105;2.359999895;2.130000114;2.329999924;33765426;0;0;Pilbara Minerals
2021-08-11 00:00:00;2.400000095;2.460000038;2.319999933;2.450000048;34085079;0;0;Pilbara Minerals
2021-08-12 00:00:00;2.430000067;2.444999933;2.335000038;2.380000114;35963779;0;0;Pilbara Minerals
2021-08-13 00:00:00;2.359999895;2.390000105;2.25999999;2.329999924;29190249;0;0;Pilbara Minerals
2021-08-16 00:00:00;2.319999933;2.400000095;2.279999971;2.329999924;21350593;0;0;Pilbara Minerals
2021-08-17 00:00:00;2.269999981;2.295000076;2.160000086;2.200000048;22631023;0;0;Pilbara Minerals
2021-08-18 00:00:00;2.130000114;2.180000067;2.079999924;2.130000114;38761416;0;0;Pilbara Minerals
2021-08-19 00:00:00;2.089999914;2.184999943;2.049999952;2.140000105;35380354;0;0;Pilbara Minerals
2021-08-20 00:00:00;2.119999886;2.130000114;1.965000033;2.019999981;31661223;0;0;Pilbara Minerals
2021-08-23 00:00:00;2.029999971;2.25;2.025000095;2.25;31022875;0;0;Pilbara Minerals
2021-08-24 00:00:00;2.349999905;2.349999905;2.220000029;2.25;25777428;0;0;Pilbara Minerals
2021-08-25 00:00:00;2.289999962;2.309999943;2.180000067;2.309999943;21315111;0;0;Pilbara Minerals
2021-08-26 00:00:00;2.299999952;2.309999943;2.200000048;2.214999914;12031350;0;0;Pilbara Minerals
2021-08-27 00:00:00;2.109999895;2.150000095;2.019999981;2.069999933;25790451;0;0;Pilbara Minerals
2021-08-30 00:00:00;2.150000095;2.230000019;2.119999886;2.200000048;18728887;0;0;Pilbara Minerals
2021-08-31 00:00:00;2.230000019;2.255000114;2.160000086;2.230000019;14372761;0;0;Pilbara Minerals
2021-09-01 00:00:00;2.200000048;2.24000001;2.160000086;2.220000029;12716870;0;0;Pilbara Minerals
2021-09-02 00:00:00;2.220000029;2.230000019;2.160000086;2.210000038;11148265;0;0;Pilbara Minerals
2021-09-03 00:00:00;2.24000001;2.349999905;2.24000001;2.25999999;30940466;0;0;Pilbara Minerals
2021-09-06 00:00:00;2.130000114;2.210000038;2.079999924;2.140000105;205456785;0;0;Pilbara Minerals
2021-09-07 00:00:00;2.160000086;2.180000067;2.11500001;2.150000095;19220980;0;0;Pilbara Minerals
2021-09-08 00:00:00;2.140000105;2.180000067;2.119999886;2.170000076;14428114;0;0;Pilbara Minerals
2021-09-09 00:00:00;2.130000114;2.144999981;2.039999962;2.049999952;35069019;0;0;Pilbara Minerals
2021-09-10 00:00:00;2.089999914;2.099999905;2.029999971;2.049999952;20841926;0;0;Pilbara Minerals
2021-09-13 00:00:00;2.059999943;2.210000038;2.059999943;2.200000048;27693890;0;0;Pilbara Minerals
2021-09-14 00:00:00;2.210000038;2.269999981;2.140000105;2.25999999;31047048;0;0;Pilbara Minerals
2021-09-15 00:00:00;2.400000095;2.529999971;2.390000105;2.450000048;49761396;0;0;Pilbara Minerals
2021-09-16 00:00:00;2.460000038;2.5;2.319999933;2.329999924;26071091;0;0;Pilbara Minerals
2021-09-17 00:00:00;2.309999943;2.380000114;2.234999895;2.289999962;26642586;0;0;Pilbara Minerals
2021-09-20 00:00:00;2.24000001;2.24000001;2.069999933;2.069999933;33145191;0;0;Pilbara Minerals
2021-09-21 00:00:00;2.029999971;2.150000095;2;2.089999914;25714945;0;0;Pilbara Minerals
2021-09-22 00:00:00;2.109999895;2.170000076;2.049999952;2.150000095;18646648;0;0;Pilbara Minerals
2021-09-23 00:00:00;2.200000048;2.210000038;2.119999886;2.140000105;19523214;0;0;Pilbara Minerals
2021-09-24 00:00:00;2.170000076;2.190000057;2.130000114;2.140000105;23704083;0;0;Pilbara Minerals
2021-09-27 00:00:00;2.160000086;2.170000076;2.069999933;2.089999914;24237741;0;0;Pilbara Minerals
2021-09-28 00:00:00;2.089999914;2.089999914;2.00999999;2.059999943;22947500;0;0;Pilbara Minerals
2021-09-29 00:00:00;2;2.049999952;1.975000024;1.980000019;32800879;0;0;Pilbara Minerals
2021-09-30 00:00:00;1.99000001;2.049999952;1.940000057;2.049999952;23268478;0;0;Pilbara Minerals
2021-10-01 00:00:00;2.019999981;2.029999971;1.934999943;1.940000057;22801564;0;0;Pilbara Minerals
2021-10-04 00:00:00;1.980000019;1.980000019;1.850000024;1.894999981;30952845;0;0;Pilbara Minerals
2021-10-05 00:00:00;1.840000033;1.889999986;1.779999971;1.875;39636233;0;0;Pilbara Minerals
2021-10-06 00:00:00;1.960000038;1.975000024;1.860000014;1.870000005;30183748;0;0;Pilbara Minerals
2021-10-07 00:00:00;1.899999976;2.019999981;1.875;1.995000005;31874351;0;0;Pilbara Minerals
2021-10-08 00:00:00;2.039999962;2.069999933;1.929999948;1.965000033;32150609;0;0;Pilbara Minerals
2021-10-11 00:00:00;1.960000038;2.015000105;1.924999952;1.965000033;20256455;0;0;Pilbara Minerals
2021-10-12 00:00:00;1.975000024;2.039999962;1.940000057;1.960000038;30340846;0;0;Pilbara Minerals
2021-10-13 00:00:00;1.99000001;2.029999971;1.945000052;1.960000038;34407171;0;0;Pilbara Minerals
2021-10-14 00:00:00;1.99000001;2.089999914;1.960000038;2.059999943;27388238;0;0;Pilbara Minerals
2021-10-15 00:00:00;2.089999914;2.099999905;2.029999971;2.079999924;16388289;0;0;Pilbara Minerals
2021-10-18 00:00:00;2.109999895;2.150000095;2.079999924;2.119999886;22307563;0;0;Pilbara Minerals
2021-10-19 00:00:00;2.119999886;2.140000105;2.079999924;2.109999895;17442919;0;0;Pilbara Minerals
2021-10-20 00:00:00;2.109999895;2.160000086;2.079999924;2.130000114;17410708;0;0;Pilbara Minerals
2021-10-21 00:00:00;2.119999886;2.180000067;2.109999895;2.140000105;16796057;0;0;Pilbara Minerals
2021-10-22 00:00:00;2.119999886;2.140000105;2.079999924;2.089999914;12521289;0;0;Pilbara Minerals
2021-10-25 00:00:00;2.089999914;2.089999914;2.089999914;2.089999914;0;0;0;Pilbara Minerals
2021-10-26 00:00:00;2.170000076;2.279999971;2.150000095;2.25999999;29836494;0;0;Pilbara Minerals
2021-10-27 00:00:00;2.210000038;2.230000019;2.160000086;2.210000038;15991916;0;0;Pilbara Minerals
2021-10-28 00:00:00;2.190000057;2.190000057;2.099999905;2.119999886;17902993;0;0;Pilbara Minerals
2021-10-29 00:00:00;2.150000095;2.230000019;2.140000105;2.200000048;26969967;0;0;Pilbara Minerals
2021-11-01 00:00:00;2.230000019;2.299999952;2.210000038;2.269999981;15748530;0;0;Pilbara Minerals
2021-11-02 00:00:00;2.309999943;2.329999924;2.200000048;2.210000038;13623581;0;0;Pilbara Minerals
2021-11-03 00:00:00;2.25999999;2.349999905;2.25999999;2.329999924;23771663;0;0;Pilbara Minerals
2021-11-04 00:00:00;2.339999914;2.38499999;2.319999933;2.349999905;12341740;0;0;Pilbara Minerals
2021-11-05 00:00:00;2.400000095;2.400000095;2.329999924;2.359999895;12582549;0;0;Pilbara Minerals
2021-11-08 00:00:00;2.380000114;2.400000095;2.25999999;2.289999962;14866753;0;0;Pilbara Minerals
2021-11-09 00:00:00;2.329999924;2.420000076;2.309999943;2.390000105;19035339;0;0;Pilbara Minerals
2021-11-10 00:00:00;2.359999895;2.369999886;2.269999981;2.299999952;13497401;0;0;Pilbara Minerals
2021-11-11 00:00:00;2.269999981;2.369999886;2.25999999;2.339999914;15578784;0;0;Pilbara Minerals
2021-11-12 00:00:00;2.380000114;2.440000057;2.369999886;2.440000057;19934066;0;0;Pilbara Minerals
2021-11-15 00:00:00;2.440000057;2.50999999;2.440000057;2.450000048;18192161;0;0;Pilbara Minerals
2021-11-16 00:00:00;2.430000067;2.430000067;2.369999886;2.400000095;16692193;0;0;Pilbara Minerals
2021-11-17 00:00:00;2.430000067;2.440000057;2.359999895;2.400000095;12368629;0;0;Pilbara Minerals
2021-11-18 00:00:00;2.390000105;2.440000057;2.339999914;2.430000067;15111074;0;0;Pilbara Minerals
2021-11-19 00:00:00;2.400000095;2.410000086;2.329999924;2.359999895;26560951;0;0;Pilbara Minerals
2021-11-22 00:00:00;2.339999914;2.49000001;2.339999914;2.480000019;26712760;0;0;Pilbara Minerals
2021-11-23 00:00:00;2.5;2.599999905;2.49000001;2.519999981;44641423;0;0;Pilbara Minerals
2021-11-24 00:00:00;2.49000001;2.549999952;2.440000057;2.529999971;17837633;0;0;Pilbara Minerals
2021-11-25 00:00:00;2.559999943;2.625;2.519999981;2.609999895;17669987;0;0;Pilbara Minerals
2021-11-26 00:00:00;2.630000114;2.670000076;2.450000048;2.480000019;27779983;0;0;Pilbara Minerals
2021-11-29 00:00:00;2.424999952;2.519999981;2.424999952;2.5;56495855;0;0;Pilbara Minerals
2021-11-30 00:00:00;2.549999952;2.640000105;2.545000076;2.599999905;35368048;0;0;Pilbara Minerals
2021-12-01 00:00:00;2.559999943;2.630000114;2.539999962;2.599999905;15695855;0;0;Pilbara Minerals
2021-12-02 00:00:00;2.549999952;2.569999933;2.5;2.539999962;19058151;0;0;Pilbara Minerals
2021-12-03 00:00:00;2.589999914;2.609999895;2.440000057;2.450000048;17075256;0;0;Pilbara Minerals
2021-12-06 00:00:00;2.440000057;2.460000038;2.309999943;2.349999905;20647719;0;0;Pilbara Minerals
2021-12-07 00:00:00;2.390000105;2.410000086;2.299999952;2.359999895;14081139;0;0;Pilbara Minerals
2021-12-08 00:00:00;2.410000086;2.5;2.400000095;2.49000001;16728553;0;0;Pilbara Minerals
2021-12-09 00:00:00;2.5;2.529999971;2.460000038;2.50999999;10420203;0;0;Pilbara Minerals
2021-12-10 00:00:00;2.450000048;2.599999905;2.440000057;2.599999905;18119265;0;0;Pilbara Minerals
2021-12-13 00:00:00;2.579999924;2.720000029;2.579999924;2.700000048;23330122;0;0;Pilbara Minerals
2021-12-14 00:00:00;2.640000105;2.799999952;2.619999886;2.75;18601710;0;0;Pilbara Minerals
2021-12-15 00:00:00;2.720000029;2.724999905;2.640000105;2.700000048;15974636;0;0;Pilbara Minerals
2021-12-16 00:00:00;2.700000048;2.75999999;2.670000076;2.730000019;21055847;0;0;Pilbara Minerals
2021-12-17 00:00:00;2.720000029;2.789999962;2.720000029;2.75;35490440;0;0;Pilbara Minerals
2021-12-20 00:00:00;2.75999999;2.809999943;2.714999914;2.75999999;12293454;0;0;Pilbara Minerals
2021-12-21 00:00:00;2.710000038;2.75999999;2.410000086;2.50999999;50443826;0;0;Pilbara Minerals
2021-12-22 00:00:00;2.579999924;2.730000019;2.579999924;2.730000019;28603642;0;0;Pilbara Minerals
2021-12-23 00:00:00;2.789999962;2.839999914;2.75;2.809999943;19860980;0;0;Pilbara Minerals
2021-12-24 00:00:00;2.849999905;2.980000019;2.849999905;2.960000038;18262864;0;0;Pilbara Minerals
2021-12-29 00:00:00;3.039999962;3.170000076;3.029999971;3.170000076;25369866;0;0;Pilbara Minerals
2021-12-30 00:00:00;3.200000048;3.269999981;3.130000114;3.230000019;19673935;0;0;Pilbara Minerals
2021-12-31 00:00:00;3.269999981;3.299999952;3.180000067;3.200000048;13629388;0;0;Pilbara Minerals
2022-01-04 00:00:00;3.289999962;3.519999981;3.279999971;3.519999981;39581781;0;0;Pilbara Minerals
